Status,Site,Hostname,Type,Last User,OS,Serial Number,Description,Last Seen,MAC Address(es),Device CPU
Offline,Madera Community Hospital,DHLT006,Laptop,DAMERON\Education,Microsoft Windows 11 Pro 10.0.26100,J9XK6D3,DESKTOP-JBCFEI8,2025-02-28T19:46:38Z,"1C:99:57:F2:49:05, 1C:99:57:F2:49:09",11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz
Online,Madera Community Hospital,DHLT008,Laptop,DAMERON\jvincent,Microsoft Windows 11 Pro 10.0.26100,6P142F3,DHLT008,2025-03-26T23:58:07Z,"04:56:E5:26:0F:D9, 04:56:E5:26:0F:DD",11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz
Online,Madera Community Hospital,DHLT013,Laptop,DAMERON\rsingh,Microsoft Windows 11 Pro 10.0.26100,JKNY6G3,DHLT013,2025-03-26T23:58:07Z,"04:56:E5:52:45:F9, 04:56:E5:52:45:FD",11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz
Offline,Madera Community Hospital,DMLT004,Laptop,DAMERON\emiranda,Microsoft Windows 11 Pro 10.0.26100,FWKG7G3,DHLT004,2025-03-17T22:55:13Z,"70:A6:CC:E0:85:80, 70:A6:CC:E0:85:84",11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz
Offline,Madera Community Hospital,ftpsite,Server,FTPSITE\SAdmin,Microsoft Windows Server 2016 Datacenter 10.0.14393,VMware-42 15 6f 9a e0 54 27 fd-89 9b ae d5 e7 f4 77 ca,ftpsite,2025-01-31T22:14:45Z,00:50:56:95:1A:15,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz
Offline,Madera Community Hospital,HR-C005-0319,Desktop,HIS\mbushey,Microsoft Windows 10 Enterprise 10.0.18363,PC0FJ2EC,HR-C005-0319,2025-02-04T17:09:14Z,"E4:A7:A0:6A:4A:78, 00:23:24:CB:3C:D0",Intel(R) Core(TM) i5-6500T CPU @ 2.50GHz
Online,Madera Community Hospital,IT-C007-0518,Desktop,HIS\luiramirez,Microsoft Windows 10 Enterprise 10.0.18363,PC0HEF42,IT-C007-0518,2025-03-26T23:58:07Z,"6C:0B:84:E0:D2:2C, F0:D5:BF:3F:DA:36",Intel(R) Core(TM) i5-6500T CPU @ 2.50GHz
Online,Madera Community Hospital,IT-L5150-0720,Laptop,HIS\luiramirez,Microsoft Windows 10 Pro 10.0.19045,001357563657,IT-L5150-0720,2025-03-26T23:58:07Z,"98:5F:D3:E3:51:C7, 58:82:A8:9B:83:AE",Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz
Online,Madera Community Hospital,MCDDT031,Desktop,HIS\np100178,Microsoft Windows 11 Pro 10.0.26100,GK3BN34,MCDDT031,2025-03-26T23:58:07Z,"A8:3C:A5:2F:98:33, 58:6D:67:C1:E6:7A, 58:6D:67:C1:E6:7E",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCH-CertSRV,Server,HIS\sverma,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 12 69 ca a5 de 91-4d 96 fb f1 29 bd 11 1b,MCH-CertSRV,2025-03-26T23:58:07Z,00:50:56:B2:B7:78,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-COMMDIRECT,Server,MCH-COMMDIRECT\Administrator,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 e9 ce 63 df a3 2e-46 c8 03 0e fd 6a 26 7c,MCH-COMMDIRECT,2025-03-26T23:58:07Z,00:50:56:B2:99:10,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,mch-compClient,Server,MCH-COMPCLIENT\Administrator,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 e2 30 65 ac 0c 27-24 8b 94 77 d9 c5 51 0c,mch-compClient,2025-03-26T23:58:07Z,00:50:56:B2:A4:61,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-DC,Server,HIS\ssandhu,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 11 c6 7b 47 e6 02-3c 86 f4 b7 89 55 e9 41,MCH-DC,2025-03-26T23:58:07Z,00:50:56:B2:B8:6B,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-IATRIC,Server,HIS\sverma,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 e0 0b 7d 1e 3a 64-56 1c bc a6 d4 11 8d 53,MCH-IATRIC,2025-03-26T23:58:07Z,00:50:56:B2:70:03,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-IT,Desktop,HIS\rrana,Microsoft Windows 10 Pro 10.0.19045,VMware-42 32 fe 5d 99 a1 07 78-5f c3 72 de e6 4f 38 30,MCH-IT,2025-03-26T23:58:07Z,00:50:56:B2:B2:F8,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-IT2,Desktop,HIS\sandeepk,Microsoft Windows 10 Pro 10.0.19045,VMware-42 32 01 09 c6 4d 4a 9e-62 3f 90 ac d8 de 38 39,MCH-IT2,2025-03-26T23:58:07Z,00:50:56:B2:42:37,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-NOVARAD01,Server,NR-MACH\nradmin,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 e6 74 2b b7 4b 52-8a 21 2e 03 9d de a1 e9,MCH-NOVARAD01,2025-03-26T23:58:07Z,"00:50:56:B2:E9:2E, 00:50:56:B2:35:D3, 00:50:56:B2:20:92",Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-ProtegeGX,Server,HIS\luiramirez,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 3d 8c 4c 94 c1 8c-4a 43 40 71 05 b1 22 ac,MCH-ProtegeGX,2025-03-26T23:58:07Z,00:50:56:B2:64:28,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-pyxis-test,Server,HIS\ssandhu,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 ff 63 ff ab 4a db-e0 96 52 45 e5 f2 8f ee,MDRDC,2025-03-26T23:58:07Z,00:50:56:B2:A3:B3,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-RightFax,Server,HIS\sverma,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 25 40 0b cc 87 53-e8 df ee 60 65 2d 9a 45,MCH-RightFax,2025-03-26T23:58:07Z,00:50:56:B2:C5:23,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-SAMDB2,Server,HIS\sverma,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 f4 76 e4 e0 59 12-b2 9a 4d 96 aa c7 46 81,MCH-SAMDB2,2025-03-26T23:58:07Z,00:50:56:B2:56:44,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-TELCOR02,Server,MCH-TELCOR02\Administrator,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 63 ed 4a dc 3a 6a-bc 20 60 ff c6 52 2f 12,MCH-TELCOR02,2025-03-26T23:58:07Z,00:50:56:B2:BF:00,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-TRUCOD02,Server,MCH-TRUCOD02\Administrator,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 5b 21 98 ba 8a 14-16 40 01 17 ec 4a 5f bb,MCH-TRUCOD02,2025-03-26T23:58:07Z,00:50:56:B2:DE:27,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-Veeam,Server,HIS\ssandhu,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 61 c7 09 57 88 96-1b 57 02 28 40 79 ba 9d,MCH-Veeam,2025-03-26T23:58:07Z,00:50:56:B2:F4:2F,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-VPN,Server,HIS\ms1111,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 00 fd f6 46 12 92-74 f2 14 53 10 85 44 0c,MCH-VPN,2025-03-26T23:58:07Z,00:50:56:B2:03:60,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCH-VPN2,Server,HIS\sverma,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 32 70 73 1b c2 cb 87-8a dd 0d 49 a0 dd 06 23,MCH-VPN2,2025-03-26T23:58:07Z,00:50:56:B2:7D:32,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCHDHCP,Server,HIS\psingh,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-56 4d d7 80 ca 9d 22 ff-b9 ce c9 71 f7 17 2d 21,MCHDHCP,2025-03-26T23:58:07Z,00:0C:29:17:2D:21,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz
Online,Madera Community Hospital,MCHDT001,Desktop,HIS\cm100336,Microsoft Windows 11 Pro 10.0.26100,66JKRY3,MCHDT001,2025-03-26T23:58:07Z,"6C:3C:8C:5A:53:17, 48:AD:9A:58:22:8A",13th Gen Intel(R) Core(TM) i5-13500T
Offline,Madera Community Hospital,MCHDT009,Desktop,MCHDT009\support,Microsoft Windows 11 Pro 10.0.22631,HYZ9N34,MCHDT009,2025-02-13T11:24:26Z,"A8:3C:A5:2F:AB:5E, 58:6D:67:E7:FF:3B",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT010,Desktop,HIS\SD100116,Microsoft Windows 11 Pro 10.0.26100,5M6BN34,MCHDT010,2025-03-26T23:58:07Z,"A8:3C:A5:2F:B1:D1, 58:6D:67:C1:55:8E",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT012,Desktop,HIS\BG100516,Microsoft Windows 11 Pro 10.0.26100,CP6BN34,MCHDT012,2025-03-26T23:58:07Z,"58:6D:67:C0:98:8D, A8:3C:A5:2F:AE:2D",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT016,Desktop,MCHDT016\support,Microsoft Windows 11 Pro 10.0.22631,4M6BN34,MCHDT016,2025-02-13T10:19:02Z,"A8:3C:A5:2F:95:64, 58:6D:67:C1:E6:4D",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT017,Desktop,MCHDT017\support,Microsoft Windows 11 Pro 10.0.22631,957BN34,MCHDT017,2025-02-13T11:12:10Z,"A8:3C:A5:2F:2A:36, 58:6D:67:C1:41:4D",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT018,Desktop,MCHDT018\support,Microsoft Windows 11 Pro 10.0.22631,J00BN34,MCHDT018,2025-02-13T11:24:07Z,"A8:3C:A5:2F:AB:78, 58:6D:67:E7:FF:31, 58:6D:67:E7:FF:35",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT019,Desktop,MCHDT019\support,Microsoft Windows 11 Pro 10.0.22631,5J3BN34,MCHDT019,2025-02-13T11:24:03Z,"A8:3C:A5:2F:95:55, 58:6D:67:C1:E6:CA, 58:6D:67:C1:E6:CE",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT020,Desktop,HIS\tsmith,Microsoft Windows 11 Pro 10.0.26100,9Q6BN34,MCHDT020,2025-03-26T23:58:07Z,"58:6D:67:C1:52:14, A8:3C:A5:2F:AE:18",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT021,Desktop,MCHDT021\support,Microsoft Windows 11 Pro 10.0.26100,9R6BN34,MCHDT021,2025-03-26T23:58:07Z,"58:6D:67:C1:CE:74, A8:3C:A5:2F:AD:B3",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT022,Desktop,HIS\GB100549,Microsoft Windows 11 Pro 10.0.26100,C30BN34,MCHDT022,2025-03-26T23:58:07Z,"58:6D:67:E7:A6:DA, A8:3C:A5:2F:B0:06, 58:6D:67:E7:A6:DE",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT023,Desktop,HIS\EM100546,Microsoft Windows 11 Pro 10.0.26100,H20BN34,MCHDT023,2025-03-26T23:58:07Z,"58:6D:67:E7:FF:B8, A8:3C:A5:2F:AB:66, 58:6D:67:E7:FF:BC",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT024,Desktop,MCHDT024\support,Microsoft Windows 11 Pro 10.0.26100,G2QB144,MCHDT024,2025-02-17T05:45:17Z,"20:88:10:AE:BF:F8, 58:6D:67:B7:95:26",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT025,Desktop,HIS\my12980,Microsoft Windows 11 Pro 10.0.26100,CR6BN34,MCHDT025,2025-03-26T23:58:07Z,"A8:3C:A5:2F:AE:33, 58:6D:67:C1:55:D4, 58:6D:67:C1:55:D8",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT026,Desktop,HIS\JD100533,Microsoft Windows 11 Pro 10.0.26100,7J3BN34,MCHDT026,2025-03-20T16:01:10Z,"58:6D:67:C1:CE:B5, A8:3C:A5:2F:B2:39",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT027,Desktop,HIS\tsmith,Microsoft Windows 11 Pro 10.0.22631,3N6BN34,MCHDT027,2025-02-13T11:24:31Z,"58:6D:67:C1:E6:61, A8:3C:A5:2F:95:56",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT028,Desktop,HIS\DA100287,Microsoft Windows 11 Pro 10.0.26100,4K3BN34,MCHDT028,2025-03-26T23:58:07Z,"A8:3C:A5:2F:95:53, 58:6D:67:C1:E6:48, 58:6D:67:C1:E6:4C",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT029,Desktop,HIS\mbarnett,Microsoft Windows 11 Pro 10.0.26100,G0NBN34,MCHDT029,2025-03-26T23:58:07Z,"A8:3C:A5:2F:99:AF, 58:6D:67:E6:8B:D8, 58:6D:67:E6:8B:DC",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT030,Desktop,HIS\el100045,Microsoft Windows 11 Pro 10.0.26100,85TB144,MCHDT030,2025-03-26T23:58:07Z,"20:88:10:AE:9B:40, 58:6D:67:8B:03:1C, 58:6D:67:8B:03:20",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT032,Desktop,MCHDT032\support,Microsoft Windows 11 Pro 10.0.26100,BR6BN34,MCHDT032,2025-03-26T23:58:07Z,"A8:3C:A5:2F:AE:3E, 58:6D:67:C0:98:88, 58:6D:67:C0:98:8C",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT033,Desktop,HIS\MM100432,Microsoft Windows 11 Pro 10.0.26100,4N6BN34,MCHDT033,2025-03-26T23:58:07Z,"A8:3C:A5:2F:95:73, 58:6D:67:C1:CE:FB, 58:6D:67:C1:CE:FF",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT034,Desktop,HIS\ks300107,Microsoft Windows 11 Pro 10.0.22631,JJFBN34,MCHDT034,2025-02-13T11:23:58Z,"A8:3C:A5:2F:5A:62, 58:6D:67:E8:59:90, 58:6D:67:E8:59:94",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT035,Desktop,HIS\am300044,Microsoft Windows 11 Pro 10.0.26100,J10BN34,MCHDT035,2025-03-26T23:58:07Z,"A8:3C:A5:2F:AB:86, 58:6D:67:C1:D1:CB",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT036,Desktop,HIS\pc100125,Microsoft Windows 11 Pro 10.0.26100,BP6BN34,MCHDT036,2025-03-26T23:58:07Z,"A8:3C:A5:2F:AE:29, 58:6D:67:C1:CE:83, 58:6D:67:C1:CE:87",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT037,Desktop,HIS\sc100367,Microsoft Windows 11 Pro 10.0.26100,5VLB144,MCHDT037,2025-03-26T23:58:07Z,"20:88:10:AE:C2:AE, 58:6D:67:E9:86:08, 58:6D:67:E9:86:0C",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT038,Desktop,HIS\JP100428,Microsoft Windows 11 Pro 10.0.22631,JQ6BN34,MCHDT038,2025-02-05T17:11:13Z,"58:6D:67:C1:E5:FD, A8:3C:A5:2F:AE:56",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT039,Desktop,HIS\jy100313,Microsoft Windows 11 Pro 10.0.26100,3M6BN34,MCHDT039,2025-03-26T23:58:07Z,"A8:3C:A5:2F:95:41, 58:6D:67:C0:C7:9F, 58:6D:67:C0:C7:A3",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT040,Desktop,HIS\fa300133,Microsoft Windows 11 Pro 10.0.26100,7R6BN34,MCHDT040,2025-03-26T23:58:07Z,"58:6D:67:C1:51:AB, A8:3C:A5:2F:AD:E2",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT041,Desktop,HIS\gp100552,Microsoft Windows 11 Pro 10.0.26100,6K3BN34,MCHDT041,2025-03-26T23:58:07Z,"A8:3C:A5:2F:B2:21, 58:6D:67:C1:56:29, 58:6D:67:C1:56:2D",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT042,Desktop,HIS\am100340,Microsoft Windows 11 Pro 10.0.26100,JVJBN34,MCHDT042,2025-03-26T23:58:07Z,"A8:3C:A5:2F:52:B4, 58:6D:67:E4:59:E9",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT043,Desktop,HIS\HR100446,Microsoft Windows 11 Pro 10.0.26100,FQ6BN34,MCHDT043,2025-03-26T23:58:07Z,"A8:3C:A5:2F:AE:4E, 58:6D:67:C1:E6:A7, 58:6D:67:C1:E6:AB",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT044,Desktop,HIS\mp100390,Microsoft Windows 11 Pro 10.0.26100,3L3BN34,MCHDT044,2025-03-26T23:58:07Z,"A8:3C:A5:2F:95:3A, 58:6D:67:C0:C7:22, 58:6D:67:C0:C7:26",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT045,Desktop,HIS\SJ100078,Microsoft Windows 11 Pro 10.0.26100,1ZZ9N34,MCHDT045,2025-03-26T23:58:07Z,"A8:3C:A5:2F:A5:1B, 58:6D:67:E7:D8:03, 58:6D:67:E7:D8:07",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT046,Desktop,HIS\CH100389,Microsoft Windows 11 Pro 10.0.22631,JP6BN34,MCHDT046,2025-02-11T16:49:39Z,"A8:3C:A5:2F:AE:58, 58:6D:67:C1:E6:7F, 58:6D:67:C1:E6:83",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT047,Desktop,MCHDT047\support,Microsoft Windows 11 Pro 10.0.26100,FWQBN34,MCHDT047,2025-03-26T23:58:07Z,"A8:3C:A5:2F:9A:B8, 58:6D:67:C1:41:0C",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT048,Desktop,HIS\SC100402,Microsoft Windows 11 Pro 10.0.26100,JH3BN34,MCHDT048,2025-03-26T23:58:07Z,"A8:3C:A5:2F:99:1F, 58:6D:67:C1:E6:A2, 58:6D:67:C1:E6:A6",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT049,Desktop,MCHDT049\support,Microsoft Windows 11 Pro 10.0.26100,4P6BN34,MCHDT049,2025-03-26T23:58:07Z,"A8:3C:A5:2F:95:6A, 58:6D:67:C1:E6:CF, 58:6D:67:C1:E6:D3",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT050,Desktop,MCHDT050\support,Microsoft Windows 11 Pro 10.0.22631,3CHJK44,MCHDT050,2025-02-13T10:28:02Z,"20:88:10:B2:02:74, 58:6D:67:E0:6D:02, 58:6D:67:E0:6D:06",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT051,Desktop,MCHDT051\support,Microsoft Windows 11 Pro 10.0.22631,6QWFK44,MCHDT051,2025-02-13T11:03:18Z,"20:88:10:B2:56:C1, 58:6D:67:E0:CD:C4, 58:6D:67:E0:CD:C8",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT053,Desktop,MCHDT053\support,Microsoft Windows 11 Pro 10.0.22631,HZZ9N34,MCHDT053,2025-02-13T11:16:01Z,"A8:3C:A5:2F:A9:04, 58:6D:67:E7:FF:B3, 58:6D:67:E7:FF:B7",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT054,Desktop,MCHDT054\support,Microsoft Windows 11 Pro 10.0.22631,8R6BN34,MCHDT054,2025-02-13T11:14:39Z,"A8:3C:A5:2F:AE:27, 58:6D:67:C1:51:E2, 58:6D:67:C1:51:E6",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT055,Desktop,HIS\JR300238,Microsoft Windows 11 Pro 10.0.26100,81RBN34,MCHDT055,2025-03-26T23:58:07Z,"58:6D:67:C1:40:8A, A8:3C:A5:2F:9E:11, 58:6D:67:C1:40:8E",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT056,Desktop,MCHDT056\support,Microsoft Windows 11 Pro 10.0.26100,DM6BN34,MCHDT056,2025-03-26T23:58:07Z,"A8:3C:A5:2F:97:1A, 58:6D:67:C1:CE:EC, 58:6D:67:C1:CE:F0",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT057,Desktop,MCHDT057\support,Microsoft Windows 11 Pro 10.0.26100,HRWFK44,MCHDT057,2025-03-26T23:58:07Z,"20:88:10:B2:5A:36, 58:6D:67:E0:CD:74, 58:6D:67:E0:CD:78",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT058,Desktop,HIS\psingh,Microsoft Windows 11 Pro 10.0.22631,BWJBN34,MCHDT058,2025-02-13T11:24:00Z,"58:6D:67:E6:8E:94, A8:3C:A5:2F:95:78, 58:6D:67:E6:8E:98",Intel(R) Core(TM) i5-14500T
Offline,Madera Community Hospital,MCHDT059,Desktop,MCHDT059\support,Microsoft Windows 11 Pro 10.0.22631,FP6BN34,MCHDT059,2025-03-26T23:42:46Z,"A8:3C:A5:2F:AD:EB, 58:6D:67:C1:55:7F, 58:6D:67:C1:55:83",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT060,Desktop,HIS\CP100143,Microsoft Windows 11 Pro 10.0.22631,FM6BN34,MCHDT060,2025-03-26T23:58:07Z,"A8:3C:A5:2F:98:B3, 58:6D:67:C1:52:23",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT061,Desktop,HIS\cc100098,Microsoft Windows 11 Pro 10.0.26100,140BN34,MCHDT061,2025-03-26T23:58:07Z,"58:6D:67:C1:D2:25, A8:3C:A5:2F:AB:4B, 58:6D:67:C1:D2:29",Intel(R) Core(TM) i5-14500T
Online,Madera Community Hospital,MCHDT062,Desktop,HIS\AM100340,Microsoft Windows 11 Pro 10.0.26100,DJ3BN34,MCHDT062,2025-03-26T23:58:07Z,"A8:3C:A5:2F:98:1B, 58:6D:67:C1:CE:7E, 58:6D:67:C1:CE:82",Intel(R) Core(TM) i5-14500T
